YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
20140725,9100.807697,9005.59046,8791.778404,8725.843042,8614.546891,8478.014638,8277.290016,8182.74528,8106.169309,7941.358355,7862.946562,7873.347484,7687.885715,7684.210773,7631.019465,7561.36134,7446.521003,7304.65472,7375.901899,7289.505066,7315.357894,7252.376085,7107.554309,7162.086448,7121.245568,7256.042879,7334.932106,7378.92083,7401.320361,7666.902287,7874.65,8217.575361,8799.204918,9517.016267,9982.643815,10493.58938,10788.63612,11158.65697,11326.8023,11708.39119,11971.18737,12089.87123,12133.21239,12229.06711,12184.19229,12432.12865,12377.25362,12340.25336,11772.7598,11335.24819,11431.98571,11403.95707,11576.61242,11636.3422,11695.40987,12167.60762,12189.69694,12328.07161,12365.13618,12288.28076,12368.44311,12357.22933,12369.41495,12269.74561,12219.15875,12309.83289,12225.42398,12176.4285,12138.70462,11996.31454,11810.49513,11391.90977,11059.08609,10662.59674,10738.99181,10688.12549,10834.44776,10911.94165,11060.18025,11050.56454,10951.92194,11016.06891,11037.77451,11078.55806,10973.94967,10877.97273,10899.66891,10843.87112,10824.84341,10667.88722,10541.76355,10387.52502,10383.34752,10111.44158,10090.07219,9843.684622
20140726,9552.328438,9520.585576,9312.525329,9189.24347,9189.24347,9189.24347,9189.24347,8700.5662,8405.07898,8302.455987,8125.976612,8045.428685,8016.537138,7924.398487,7840.234885,7750.071736,7586.169769,7609.518833,7505.340057,7446.482106,7353.94333,7244.617443,7225.442483,7216.934613,7096.314531,7222.803889,7237.800962,7259.684162,7356.99495,7468.812476,7655.674828,7893.396414,8383.243504,9032.462467,9375.941019,9825.701792,10043.50656,10401.42609,10514.43681,10776.73179,10914.82419,11143.5434,11136.89832,11302.78539,11242.82533,11322.05464,11264.9165,11053.91783,10517.12895,10070.57655,10135.52299,10169.88311,10120.92653,10214.39137,10189.66965,10407.54543,10518.43709,10595.64589,10585.24962,10596.31179,10572.77979,10578.06464,10662.17518,10614.50783,10689.33334,10672.70599,10586.01689,10569.2551,10538.19133,10511.75224,10369.11868,10083.76632,9882.404112,9707.191266,9739.091365,9723.247385,9742.642632,9994.064013,10040.43554,10062.61663,9977.228208,9990.903947,10074.27186,10056.39127,9984.1963,9998.659194,9842.547879,9858.336957,9782.64,9678.220082,9545.749704,9417.215198,9361.218553,9199.410428,8980.782516,8845.727961
20140727,8580.226448,8454.419194,8432.6813,8250.704935,8122.412056,7972.273322,7787.294613,7759.085946,7635.171259,7535.455453,7434.503479,7278.44241,7192.136563,7171.396217,7068.251752,7016.651826,6878.267746,6889.896785,6838.872845,6815.16847,6734.25301,6655.120313,6650.840576,6604.478068,6630.665255,6575.268264,6657.578002,6653.797912,6787.792451,6878.90426,6935.001785,7117.573536,7337.556538,7744.237089,7945.170164,8202.292138,8446.098437,8668.164902,8889.669737,9018.231694,9244.212303,9450.864013,9610.10222,9698.237681,9905.403685,10005.43028,9996.624425,9978.763815,9603.18806,9273.347417,9353.742763,9244.464309,9299.330904,9307.625083,9323.560049,9501.822187,9519.956628,9603.458108,9656.322138,9608.773223,9511.07977,9509.30273,9522.59949,9537.06995,9554.110231,9597.142632,9584.224754,9556.271973,9567.766958,9636.318701,9579.866447,9492.308815,9352.399507,9224.901349,9191.362435,9240.384392,9245.435279,9321.583092,9404.3788,9454.994079,9477.406414,9497.787763,9499.073207,9518.622878,9648.569704,9609.329227,9723.159309,9554.554588,9542.209786,9528.160888,9495.412039,9385.532088,9263.011776,9037.409079,8888.029079,8749.573898
20140728,8531.806085,8380.664177,8162.826233,8018.268685,7937.198898,7806.688405,7722.450016,7513.744622,7383.78926,7325.070601,7266.478042,7155.888536,7088.713611,6953.937155,6880.587113,6890.397014,6812.64162,6786.852812,6668.1737,6625.443939,6686.729606,6647.542188,6563.824786,6633.645871,6514.158264,6595.762812,6805.837361,6900.661554,7112.969819,7322.734162,7474.590863,7880.826184,8572.216382,9421.963833,9930.840674,10539.16327,10875.37061,11167.19947,11447.76053,11634.41734,11829.66582,12051.97304,12158.4352,12218.72865,12313.56138,12458.94294,12485.34605,12324.32508,11744.00464,11347.44604,11408.86207,11452.00146,11431.20612,11489.03199,11650.66396,11981.91508,12059.22719,12280.39757,12246.83595,12329.02638,12244.29164,12199.98515,12180.69883,12224.69454,12257.01058,12209.4152,12229.64688,12137.89283,12033.74946,11941.13347,11635.1979,11416.80773,11082.98757,10701.00263,10793.64142,10755.42303,10775.05321,10983.74822,10973.76207,11049.15882,11041.22257,11131.13516,11080.99732,11077.96985,10946.83701,10948.1727,10926.26428,10932.31543,10964.49789,10727.09883,10774.28031,10583.99832,10503.02505,10296.03995,10254.19076,9934.712138
20140729,9716.63829,9586.871496,9325.385395,9177.15921,9121.064983,8911.887878,8806.464786,8654.451333,8484.800855,8389.460428,8310.688668,8242.808553,8044.071267,7929.69944,7939.388964,7815.929983,7669.060246,7610.880616,7530.262073,7553.160863,7531.050198,7495.839392,7465.993462,7364.634573,7297.724943,7397.157121,7431.410634,7539.864976,7650.889721,7810.841266,8090.404869,8466.688142,9029.928536,9812.381267,10310.97077,10698.25656,11095.52549,11382.34334,11620.92638,11936.54207,12050.32385,12278.49734,12261.65591,12352.79517,12548.34299,12640.39638,12665.30094,12455.34715,11982.78566,11555.41637,11613.56428,11708.06915,11643.22503,11894.48248,12026.38076,12384.01326,12420.97841,12493.18753,12541.0548,12623.18645,12564.24197,12520.63931,12473.80645,12582.90303,12482.5573,12521.67469,12516.63331,12472.70288,12362.59556,12333.23133,11935.99742,11614.60431,11356.97464,10937.59174,11054.90393,11101.60322,11146.76972,11291.6787,11383.31994,11451.34507,11438.81461,11507.46956,11446.38138,11533.97878,11461.54423,11446.2449,11534.08112,11341.25007,11355.31313,11365.43944,11235.01227,11102.92271,10945.11109,10766.56765,10558.39178,10372.22007
20140730,10154.71832,9937.778405,9817.402763,9578.309112,9443.912023,9360.601924,9231.405296,9028.881809,8963.988421,8758.586168,8633.786744,8577.943553,8460.615263,8333.191892,8266.154901,8184.110361,8106.175905,8033.440164,7964.673372,7918.468586,7821.350246,7794.063273,7787.984186,7770.941965,7675.760715,7698.163059,7753.203963,7811.040601,7962.649079,8046.572994,8253.47477,8529.026744,9155.722598,9927.97898,10509.48166,10956.97089,11314.52579,11631.34535,11838.80701,12013.42214,12232.04627,12388.8585,12556.41466,12656.33319,12763.5438,12858.19737,12868.79064,12715.10442,12201.02712,11753.15804,11903.00316,11947.09461,11965.58523,12130.54683,12234.20326,12634.91743,12671.09543,12843.00707,12878.06161,12812.04283,12883.8077,12765.28864,12804.68451,12770.66156,12722.36138,12697.9201,12687.85819,12634.59345,12520.7236,12451.48888,12183.59554,11794.9827,11475.42163,11258.85972,11212.9372,11277.62689,11359.95099,11482.12734,11631.40888,11684.95589,11677.73298,11686.14569,11722.90898,11715.31475,11705.39224,11716.25168,11718.26171,11698.65995,11628.28859,11599.40645,11537.62482,11412.76574,11327.37635,11091.36895,10921.9277,10700.64936
20140731,10460.72025,10318.28651,10171.44141,10024.28368,9827.654984,9747.891496,9551.380263,9441.265378,9265.314556,9144.002961,9016.254737,8917.295822,8803.720559,8766.703322,8627.20898,8526.601744,8435.588487,8315.558553,8310.109869,8238.297665,8140.723619,8116.777714,8069.542303,7987.4125,7937.729391,7948.768767,7961.792763,8061.817417,8166.685378,8288.900625,8418.771694,8698.983257,9318.718585,10058.28102,10659.84873,11084.98722,11438.93207,11756.81262,12028.50447,12205.81844,12486.63906,12701.9554,12772.95775,12957.31837,13064.4702,13200.57332,13191.95031,13035.69602,12440.55553,12109.56864,12216.38989,12322.67123,12370.37457,12435.37495,12666.89426,12896.80696,13007.27803,13072.98137,13091.14898,13074.48186,13170.87842,13021.82618,12992.61822,13074.66558,12964.97982,12995.69206,12966.75599,12844.09076,12751.76266,12624.58558,12434.83408,11987.9511,11630.86985,11346.76025,11370.44192,11368.60989,11451.94462,11615.83766,11701.6202,11843.73179,11831.14643,11794.47781,11840.92035,11872.14882,11934.14734,11903.99304,12004.72531,11821.97692,11880.02056,11855.19748,11795.19202,11757.71918,11587.02847,11410.29719,11229.11176,11030.56867
20140801,10825.83523,10775.21142,10619.94516,10476.98666,10317.82896,10169.20207,9949.706398,9925.080329,9735.653685,9641.517319,9510.456448,9340.177895,9223.260691,9212.251579,9063.340477,8979.637237,8893.980708,8758.272664,8749.383487,8580.537236,8586.613898,8555.584277,8452.108848,8432.688963,8234.468881,8220.513685,8312.88727,8293.065708,8469.367961,8597.90431,8701.838355,8997.902434,9424.137894,10248.57911,10731.04896,11173.5423,11466.68319,11819.54717,12107.4165,12363.81757,12558.98933,12747.12199,12861.09699,12922.4523,13125.9098,13262.42974,13311.59564,13087.79181,12808.73115,12408.65737,12422.77727,12559.62875,12699.18944,12776.6615,12934.88237,13203.22375,13241.35494,13362.31888,13390.08804,13385.28635,13328.41913,13207.8265,13249.73263,13118.77313,13069.27092,12985.14612,12981.7549,12888.62549,12705.54556,12538.59663,12209.42276,11724.73064,11474.45832,11075.22757,11063.0627,10971.33048,10967.38985,11178.54013,11206.74492,11167.07822,11213.19105,11139.17171,11172.8603,11166.96454,11085.58115,11099.5154,11048.17456,10996.42069,10932.8109,10930.50143,10824.9599,10745.72303,10645.32997,10469.46635,10399.45107,10222.82484
20140802,10015.92694,9917.904754,9782.028027,9600.544325,9435.314622,9277.401629,9164.534951,9120.237961,8928.67819,8782.44681,8736.664556,8566.148256,8466.689112,8426.686118,8375.384079,8274.16681,8100.207204,8088.00829,8022.168667,7924.204293,7863.649424,7833.832303,7846.182731,7782.588561,7632.858585,7702.171875,7641.013569,7697.070839,7743.361858,7850.512714,7956.0912,8231.281267,8626.025871,9189.951958,9569.729753,9982.170164,10205.69454,10591.89946,10689.36739,10998.04806,11223.9179,11345.79694,11446.73184,11591.74025,11646.66931,11795.10395,11826.17043,11785.55643,11366.4691,10936.09319,11072.00396,11136.31196,11252.76308,11330.58385,11505.20179,11803.46641,11936.83094,11997.42189,11931.25441,12040.76023,11970.45133,11957.99197,11853.07183,11895.73766,11766.43589,11717.22924,11701.93467,11641.20355,11684.20472,11623.93018,11351.31469,11250.02457,10856.03308,10673.36239,10604.70462,10474.59105,10358.36148,10294.926,10273.96207,10160.81875,10180.11166,10142.53561,10069.39819,10013.33229,10018.02883,9877.844918,9861.956415,9808.324145,9832.281496,9700.656085,9551.301596,9571.05972,9405.383914,9280.466053,9196.431267,8981.30069
20140803,8856.240724,8817.525987,8745.459934,8589.356185,8454.565082,8291.54824,8242.994211,8070.218684,7948.231678,7922.17903,7819.997969,7635.980724,7620.559276,7458.388759,7377.56671,7313.638569,7313.674071,7244.995937,7129.232451,7065.288693,7088.141505,6977.101628,6974.558191,7004.25542,6893.360946,6856.233323,6953.050575,6907.793964,7052.593042,7085.101234,7128.917977,7339.526899,7558.65213,7954.549967,8235.196381,8396.965609,8680.411152,9017.548717,9129.256924,9366.204062,9668.167681,9858.749013,9856.871481,10056.41115,10137.67989,10259.97186,10375.26266,10285.59451,10017.88207,9837.128586,9871.188487,9849.049013,9886.737878,9966.829129,10237.08975,10331.36444,10331.27918,10339.31388,10444.82127,10387.84987,10428.13998,10337.03002,10322.98869,10422.28962,10340.07737,10306.04123,10252.41837,10301.98217,10282.43444,10208.0788,10270.43156,10145.37072,9905.195329,9792.292664,9800.249671,9808.286315,9775.209606,9942.429458,9977.842994,9996.844227,10002.16313,10123.17063,10169.1462,10197.04602,10234.83906,10262.72365,10320.40558,10326.21132,10360.07702,10413.9774,10420.5088,10288.44388,10184.80734,10011.69832,9842.749736,9713.898816
20140804,9589.424342,9420.502237,9234.304917,9158.655296,8937.112631,8852.415723,8654.709062,8591.120033,8445.972434,8308.150954,8290.243881,8118.677944,8039.335921,7973.742484,7924.006316,7881.800937,7799.410592,7678.866752,7652.057698,7680.155979,7523.184177,7514.990781,7540.340082,7543.397328,7469.177681,7456.346521,7510.433915,7681.180493,7783.442549,7944.740066,8161.516151,8541.244573,9138.781645,9976.03181,10528.25174,11097.68151,11381.36383,11716.51882,11976.27609,12224.12428,12344.73961,12519.97903,12680.47426,12675.70293,12758.44655,12900.23804,12980.0735,12834.26281,12275.03987,11862.75388,11901.50082,11894.0648,11876.19653,11953.6099,12108.15719,12409.90304,12388.57245,12563.02181,12535.63929,12486.24224,12620.74156,12576.51286,12645.49179,12649.85388,12656.00165,12633.72201,12634.77155,12546.92786,12441.04625,12382.62267,12156.3077,11775.32031,11490.39891,11221.54692,11281.41319,11296.92271,11521.40574,11540.22413,11602.30219,11560.50314,11638.31538,11604.44589,11549.86253,11511.31163,11507.9498,11555.24206,11494.07618,11440.64189,11353.35043,11206.62183,11176.69383,11110.79446,10936.62359,10757.79691,10680.18556,10426.26817
20140805,10214.85648,10053.13168,9814.413223,9682.859786,9614.288158,9349.837155,9285.164539,9151.997895,8981.321448,8872.451267,8730.212698,8626.139458,8508.622697,8478.450362,8319.573092,8294.733914,8147.084588,8134.220642,7991.178816,7927.496085,7977.401809,7947.8462,7905.835888,7796.762007,7729.859458,7764.388257,7854.376612,7934.470773,8018.687434,8244.644375,8349.607105,8776.300987,9290.630198,10182.59447,10728.53395,11175.64332,11628.26773,11930.96739,12180.84278,12391.76288,12568.01489,12769.52201,12957.97099,12892.76313,13048.0673,13180.23456,13076.634,12903.35737,12437.57355,11896.74928,11948.86127,11948.90104,11873.31582,12014.04546,12211.90461,12407.72995,12528.44286,12693.23868,12609.07411,12618.91243,12612.09401,12567.42474,12549.00609,12644.06609,12608.95665,12683.17018,12649.68908,12606.41137,12525.29512,12423.73689,12236.6851,11809.54123,11517.4301,11274.95658,11188.25245,11311.03224,11382.65122,11444.98322,11653.16656,11588.77719,11556.18082,11639.97592,11642.43119,11625.63719,11568.82865,11452.45523,11442.09117,11412.8349,11397.02594,11246.37378,11245.98161,11076.84359,10925.39564,10773.35862,10743.83609,10485.98855
20140806,10142.89364,10108.0428,9889.894161,9685.945065,9578.567714,9313.24148,9189.903652,8959.820428,8782.156004,8510.858256,8375.538503,8248.540477,8162.161201,8037.20648,7968.503223,7893.923027,7899.66824,7832.108322,7771.760354,7661.868569,7614.923479,7585.884589,7584.577417,7581.458479,7472.92741,7632.516563,7662.201958,7724.350246,7891.500937,8008.377401,8160.47602,8517.495675,9049.207286,9921.770592,10469.68508,10896.4103,11249.88053,11635.11836,11889.10965,12177.20053,12404.06694,12609.22757,12638.31719,12756.85225,12821.50314,12875.06063,12782.43891,12502.96901,11947.84383,11409.21729,11432.60806,11582.71653,11719.79635,11793.31546,12076.33576,12335.60706,12457.35632,12646.11793,12604.4704,12542.34306,12504.86168,12364.35563,12265.73582,12262.49612,12154.04944,12092.98202,12187.91699,12085.52418,12025.49786,11974.44308,11663.60735,11327.40855,11017.88097,10894.65877,10903.43145,10924.19837,10972.57993,11192.16368,11149.67216,11202.18572,11160.79873,11192.1049,11232.59299,11149.73472,11112.91255,11099.87158,11130.53648,11024.83393,10988.33012,10808.79291,10717.74183,10594.46462,10470.23265,10326.15263,10079.26484,9853.639441
20140807,9600.515904,9570.833322,9303.626743,9243.454539,9069.291233,8913.7625,8764.633536,8721.772631,8575.447549,8439.828454,8306.671316,8263.566941,8091.641037,7982.812566,7954.990444,7851.697763,7771.920016,7685.439375,7593.57213,7526.254712,7558.732155,7503.032524,7422.170608,7496.131168,7382.891719,7340.01995,7422.040337,7596.241958,7629.945675,7865.708734,7997.633487,8364.971711,8856.628142,9673.658075,10292.65727,10648.74485,11028.1361,11275.64053,11487.7124,11695.78788,11948.09109,12049.55367,12182.4266,12254.58364,12312.37255,12431.71097,12413.42589,12271.06791,11840.02892,11391.61421,11501.74811,11522.60873,11450.81079,11632.97563,11724.11489,11975.03895,11978.78538,12048.7476,12019.67689,11992.82293,11983.6799,11870.64745,11879.30354,11810.87498,11840.77446,11890.72092,11914.57681,11915.55069,11857.31373,11828.17862,11596.09293,11257.64247,10905.62336,10720.30602,10855.38133,10885.82362,10987.45294,11199.63763,11173.08854,11264.75169,11126.1516,11077.64209,11176.9601,11145.93707,11013.29811,11038.84587,10971.79181,10861.29416,10748.84429,10687.10632,10599.506,10447.00192,10299.86786,10141.45289,9845.844424,9581.167993
20140808,9372.059079,9049.23949,8891.626809,8632.028619,8448.179572,8274.204737,8129.045789,8022.230165,7833.600279,7766.937417,7690.258141,7599.594375,7521.887287,7368.766094,7370.458356,7232.89509,7248.886316,7078.553734,7084.072064,7028.430148,7061.250486,6978.395123,7071.970247,7020.458882,6900.923939,7050.9163,7135.334236,7289.147912,7413.794852,7561.327681,7750.599901,8175.278996,8863.823602,9669.590477,10164.44674,10655.16451,10981.57804,11356.19689,11667.02796,11807.69969,12001.99903,12272.4102,12344.41281,12445.61582,12542.06933,12685.4588,12601.5765,12452.37178,11994.07229,11447.4347,11543.51301,11622.12375,11576.43995,11819.67036,11970.87377,12215.71447,12349.71658,12443.82171,12429.08702,12399.46322,12497.2172,12418.20954,12426.6791,12321.35543,12385.1339,12382.01739,12433.73711,12284.81757,12332.04444,12203.80734,11853.48767,11616.24031,11178.87546,11007.75951,10930.0951,11035.70472,11107.41653,11397.0885,11401.39763,11451.39803,11305.03609,11251.39712,11261.17104,11315.26648,11289.73201,11195.21579,11166.65763,11009.45788,10918.17089,10798.83819,10834.98961,10636.74207,10541.31735,10329.1024,10200.48836,9996.76556
20140809,9774.205559,9631.68181,9609.361431,9387.76949,9250.204769,9060.022204,8891.37199,8713.434802,8567.720723,8504.962402,8427.657088,8244.983487,8222.423421,7981.840723,7882.302912,7797.541111,7710.119861,7644.497615,7569.938759,7596.146316,7567.991193,7544.796941,7434.297936,7343.096596,7265.016349,7386.192047,7417.627031,7532.324778,7591.403889,7579.559219,7752.634573,8021.512171,8512.158832,9039.519605,9480.536119,9756.557961,10057.9874,10403.2524,10660.3185,10905.14311,11093.31273,11195.97549,11317.82699,11374.58237,11495.20061,11548.70591,11601.49893,11445.71072,11047.40826,10690.42643,10740.21382,10785.98094,10696.75704,10876.27707,11075.59694,11341.01513,11489.73864,11503.65299,11586.14373,11532.86571,11638.46689,11572.13936,11564.22969,11479.8975,11420.41778,11448.12806,11468.85803,11324.07893,11349.32541,11219.82197,10974.21206,10747.18947,10566.50515,10351.22674,10242.18885,10282.28002,10372.2124,10570.60582,10689.01877,10763.87454,10751.86138,10698.63263,10795.52176,10845.1102,10785.07632,10770.25161,10779.24778,10793.73803,10765.60997,10726.71714,10614.01526,10529.79763,10349.87311,10298.26513,10120.07497,9898.587204
20140810,9711.837566,9548.409638,9437.009309,9310.767204,9041.846053,8974.130838,8768.074902,8650.776003,8533.350131,8413.819359,8362.497435,8269.957204,8125.159096,8012.409885,7907.086315,7833.959276,7765.555361,7656.525033,7593.237771,7586.845083,7485.560205,7515.330863,7410.421677,7458.503413,7301.648108,7270.883297,7268.587986,7341.45458,7408.836406,7391.835313,7482.472113,7535.815905,7763.139285,8199.301628,8455.704638,8698.779654,8913.808963,9070.139983,9323.444425,9546.355954,9711.566645,9895.555954,10074.76345,10212.97332,10235.18477,10391.73365,10438.44332,10427.47873,10080.9311,9931.563421,9981.078914,10006.40212,10048.70227,10109.24395,10233.03826,10449.11332,10485.38793,10517.056,10566.24752,10487.90294,10519.75755,10468.1648,10525.04046,10435.40169,10468.51332,10506.06775,10400.94584,10426.39224,10353.85253,10430.06854,10271.98696,10213.26888,10092.53987,9895.251859,9863.329062,9750.87444,9734.17977,9930.561217,10085.47701,10069.15181,10040.87224,10146.51979,10125.97645,10157.15186,10297.60679,10274.38645,10347.43666,10365.09183,10252.21002,10209.82558,10210.24898,10119.41944,9987.775115,9919.871332,9657.762006,9447.703947
20140811,9258.358783,9201.235871,8999.353651,8919.730231,8752.203471,8538.33273,8447.627254,8300.266891,8197.443108,8162.61875,8015.190099,7909.85421,7898.087237,7731.170995,7655.546497,7585.047188,7539.538668,7545.222286,7480.918561,7475.492187,7431.393174,7342.496554,7310.825181,7331.135526,7283.425979,7322.517755,7378.414005,7432.2912,7525.318759,7786.88634,7868.561019,8267.009277,8774.457599,9617.044704,10306.43806,10687.81383,11143.6504,11372.26446,11608.13548,11855.90229,12043.56508,12280.65617,12337.04877,12375.31924,12499.37701,12669.57505,12671.76512,12551.93035,12147.5938,11629.15431,11610.87592,11708.21222,11658.1966,11825.02806,12023.73692,12284.71426,12412.88502,12494.96273,12472.52197,12519.63895,12438.12965,12491.27692,12428.77633,12407.53673,12467.99877,12500.40947,12504.12467,12412.36306,12264.04773,12186.73388,11993.20462,11600.94099,11254.08354,10960.83576,10997.20222,11203.22392,11245.01821,11382.18329,11437.34826,11499.26908,11480.39007,11369.20857,11352.11707,11364.41725,11369.16599,11331.84087,11380.31526,11238.26711,11185.15204,11126.4102,11121.49666,10959.35612,10884.89911,10716.31806,10457.14715,10213.19303
20140812,9987.815855,9849.749935,9705.670888,9537.842846,9394.124736,9245.476892,9193.508948,9049.0387,8918.947829,8706.617254,8604.324934,8587.394457,8487.217319,8422.697187,8353.432106,8198.979588,8130.473338,8166.023256,8084.184162,8043.848652,7963.439144,7881.60102,7826.561086,7860.94972,7826.292105,7882.81255,7870.223405,7857.445789,7994.328503,8179.010198,8327.537665,8622.540855,9118.922253,9886.742631,10466.99013,10987.09492,11255.82944,11620.52762,11813.24595,12050.97365,12315.63582,12401.67036,12647.20918,12651.02855,12743.28273,12963.97286,12984.83262,12858.92865,12338.41094,11849.01286,11856.96609,11996.82039,11989.79352,12100.0022,12271.02058,12528.71572,12575.49921,12639.15643,12601.45806,12429.93383,12349.39832,12215.45112,12118.85755,12025.51299,12020.14579,12108.70572,12051.63199,12014.03692,11915.18781,11819.27053,11655.78197,11252.85309,10970.92502,10701.98592,10707.1049,10805.70016,10948.14903,11171.13244,11150.75021,11077.43276,11058.73563,11079.889,11108.25965,11088.35564,10959.31819,10950.55793,10918.99306,10929.57595,10729.86964,10694.31972,10590.64719,10303.34619,10074.60719,9859.447122,9465.631875,9198.82319
20140813,8791.997236,8576.114424,8462.315576,8325.445181,8182.691348,8055.924473,7843.309688,7777.848462,7660.349161,7538.816891,7378.71713,7312.71833,7301.949293,7151.453405,7170.425247,7095.820995,7045.525913,6929.569688,6872.055575,6890.346283,6790.567912,6774.755748,6753.540781,6821.569597,6769.639095,6766.356809,6938.831151,6961.159096,7106.290205,7257.145575,7548.449573,7797.418503,8238.906825,9106.514013,9545.226777,9970.461003,10348.04204,10614.79961,10944.6678,11137.71293,11370.69383,11484.21895,11657.70869,11727.17737,11902.70576,11942.5809,12003.20775,11836.80163,11368.50095,10783.61278,10799.34492,10596.88303,10458.57461,10430.83872,10410.57193,10648.01357,10640.3947,10785.39933,10755.21748,10799.48984,10841.98796,10725.42888,10769.68979,10802.90763,10822.70359,10956.69618,10941.6574,10860.79403,10953.20457,10967.71859,10672.9124,10419.00734,10124.9079,9948.605642,9979.131348,10042.40202,10158.97439,10380.22819,10319.24895,10299.08449,10242.62273,10177.25763,10189.80031,10085.9137,10082.97819,9967.043208,9809.832204,9685.696842,9568.416858,9366.9562,9308.967369,9113.306826,8892.390296,8697.017746,8546.112615,8344.072188
20140814,8052.817369,7980.226546,7818.946004,7668.080255,7566.688774,7418.219507,7300.260814,7216.369588,7104.211398,7023.369852,6918.278306,6848.198134,6809.231488,6780.175526,6758.362845,6714.360444,6564.814186,6515.335165,6467.309786,6357.997188,6343.244458,6433.910649,6380.030641,6470.520971,6376.702377,6426.183726,6547.394441,6643.526776,6765.654432,7092.794498,7237.40171,7618.651965,8123.404754,8994.015838,9489.529474,10070.76599,10326.16398,10641.6915,10882.90605,11135.15727,11330.99775,11375.00112,11419.22701,11475.31939,11597.48914,11656.77283,11605.49921,11413.40516,10876.47039,10348.71173,10331.23941,10344.49165,10366.30908,10564.46475,10658.5822,10908.73609,11084.99663,11126.36664,11178.9872,11206.92961,11171.6573,11238.95959,11263.10531,11192.5672,11272.95974,11205.62146,11248.40661,11262.82401,11232.89796,11114.92743,10889.53222,10595.14954,10422.33415,10188.97339,10233.60668,10317.22747,10410.09362,10436.65299,10506.15582,10366.11867,10281.06558,10296.00396,10289.19224,10202.25211,10156.98133,9976.332122,9907.943339,9779.873075,9715.457994,9545.008042,9438.273898,9237.454507,9020.619737,8827.23171,8637.732122,8405.941892
20140815,8277.713421,8051.02801,7942.359589,7820.968939,7632.954712,7496.81463,7406.775641,7335.929654,7159.92199,7165.217705,6998.666571,6939.092566,6827.623076,6774.974095,6726.740748,6628.470436,6590.098109,6652.549425,6551.844219,6571.004144,6443.845486,6430.70412,6448.472483,6534.194778,6425.688347,6583.664293,6613.135609,6709.910181,6994.039186,7095.324646,7338.919679,7615.883585,8202.056234,9037.108767,9579.791563,10095.51234,10444.97763,10708.69347,11007.37868,11144.8335,11300.49299,11541.38735,11749.9165,11817.90933,11944.60229,11999.48974,11943.44197,11767.80466,11272.6538,10872.85744,10795.24133,10828.46956,10824.25326,10941.66681,11220.79382,11487.60638,11600.98929,11709.28921,11735.89602,11769.59217,11738.12023,11760.81765,11761.38035,11793.75313,11724.35166,11726.591,11713.53674,11781.90564,11706.84336,11558.00433,11363.2001,10973.8227,10650.14679,10509.1151,10497.89181,10686.18549,10765.35893,10807.39766,10871.2774,10889.04722,10709.63602,10653.43665,10440.71681,10387.96928,10188.52913,10108.50035,10065.67727,9930.630378,9803.114178,9626.144177,9464.462928,9372.119704,9249.176957,8992.991809,8921.694869,8599.396267
20140816,8411.562072,8424.725263,8223.579079,8109.900608,7920.16046,7755.96759,7636.667969,7573.690913,7357.892491,7309.992533,7129.443717,7049.856866,7045.263528,6955.43241,6841.043026,6845.991481,6759.640238,6656.124457,6577.990181,6579.167179,6615.49009,6502.582187,6552.052672,6461.427221,6407.093059,6455.057813,6636.557229,6665.743462,6776.953865,6814.716644,6917.081908,7143.896135,7798.28287,8265.708701,8719.779572,9036.276119,9283.89801,9599.709737,9794.630461,10039.72793,10217.97008,10425.18633,10555.69401,10612.79326,10706.37081,10888.78668,10872.02294,10681.13567,10266.88883,9856.354277,9857.912582,9830.490197,9896.956925,9922.231924,10159.48975,10387.80913,10488.49969,10574.97752,10621.50153,10644.61003,10570.69865,10581.16602,10546.03951,10581.05234,10614.04844,10526.18477,10597.91462,10497.72895,10458.55569,10481.15271,10261.83989,10148.0875,9873.492237,9642.215428,9692.31069,9814.152681,9932.447188,10022.19401,10111.62345,10103.23354,10069.58947,10000.54138,9870.761299,9835.070246,9862.374194,9757.384013,9679.339753,9502.261694,9446.867516,9488.263042,9327.423947,9207.659211,8985.151299,8852.364507,8704.993668,8621.417401
